Name,GeoID,Total,With cash public assistance or Food Stamps/SNAP,No cash public assistance or Food Stamps/SNAP
"Carroll County, Mississippi",05000US28015,3958.0,309.0,3649.0
"Carroll County, Missouri",05000US29033,3660.0,338.0,3322.0
"Carroll County, New Hampshire",05000US33003,20564.0,1471.0,19093.0
"Carroll County, Ohio",05000US39019,11485.0,1093.0,10392.0
"Carroll County, Tennessee",05000US47017,10932.0,2068.0,8864.0
"Carroll County, Virginia",05000US51035,12556.0,1853.0,10703.0
"Carson City, Nevada",05000US32510,21289.0,2103.0,19186.0
"Carson County, Texas",05000US48065,2347.0,61.0,2286.0
"Carter County, Kentucky",05000US21043,10407.0,1726.0,8681.0
"Carter County, Missouri",05000US29035,2472.0,475.0,1997.0
"Carter County, Montana",05000US30011,551.0,2.0,549.0
"Carter County, Oklahoma",05000US40019,17603.0,1819.0,15784.0
"Carter County, Tennessee",05000US47019,24190.0,4410.0,19780.0
"Carteret County, North Carolina",05000US37031,28692.0,3092.0,25600.0
"Carver County, Minnesota",05000US27019,32715.0,1378.0,31337.0
"Cascade County, Montana",05000US30013,33134.0,3203.0,29931.0
"Casey County, Kentucky",05000US21045,6032.0,1031.0,5001.0
"Cass County, Illinois",05000US17017,5082.0,421.0,4661.0
"Cass County, Indiana",05000US18017,14813.0,1548.0,13265.0
"Cass County, Iowa",05000US19029,6022.0,746.0,5276.0
"Cass County, Michigan",05000US26027,19913.0,2662.0,17251.0
"Cass County, Minnesota",05000US27021,12943.0,1473.0,11470.0
"Cass County, Missouri",05000US29037,36864.0,3434.0,33430.0
"Cass County, Nebraska",05000US31025,9787.0,434.0,9353.0
"Cass County, North Dakota",05000US38017,63901.0,4444.0,59457.0
"Cass County, Texas",05000US48067,12086.0,1801.0,10285.0
"Cassia County, Idaho",05000US16031,7569.0,961.0,6608.0
"Castro County, Texas",05000US48069,2609.0,343.0,2266.0
"Caswell County, North Carolina",05000US37033,8690.0,1491.0,7199.0
"Catahoula Parish, Louisiana",05000US22025,3750.0,932.0,2818.0
"Cataño Municipio, Puerto Rico",05000US72033,9609.0,3733.0,5876.0
"Catawba County, North Carolina",05000US37035,58850.0,6932.0,51918.0
"Catoosa County, Georgia",05000US13047,24143.0,2437.0,21706.0
"Catron County, New Mexico",05000US35003,1786.0,167.0,1619.0
"Cattaraugus County, New York",05000US36009,32440.0,4246.0,28194.0
"Cavalier County, North Dakota",05000US38019,1713.0,119.0,1594.0
"Cayey Municipio, Puerto Rico",05000US72035,15904.0,5005.0,10899.0
"Cayuga County, New York",05000US36011,31807.0,3342.0,28465.0
"Cecil County, Maryland",05000US24015,35943.0,3404.0,32539.0
"Cedar County, Iowa",05000US19031,7581.0,630.0,6951.0
"Cedar County, Missouri",05000US29039,6101.0,1062.0,5039.0
"Cedar County, Nebraska",05000US31027,3474.0,192.0,3282.0
"Ceiba Municipio, Puerto Rico",05000US72037,4567.0,1496.0,3071.0
"Centre County, Pennsylvania",05000US42027,56134.0,3443.0,52691.0
"Cerro Gordo County, Iowa",05000US19033,20103.0,2365.0,17738.0
"Chaffee County, Colorado",05000US08015,7715.0,443.0,7272.0
"Chambers County, Alabama",05000US01017,13562.0,1895.0,11667.0
"Chambers County, Texas",05000US48071,11482.0,604.0,10878.0
"Champaign County, Illinois",05000US17019,78900.0,6880.0,72020.0
"Champaign County, Ohio",05000US39021,15278.0,2069.0,13209.0
"Chariton County, Missouri",05000US29041,3065.0,218.0,2847.0
"Charles City County, Virginia",05000US51036,2747.0,270.0,2477.0
"Charles County, Maryland",05000US24017,50305.0,3712.0,46593.0
"Charles Mix County, South Dakota",05000US46023,3238.0,581.0,2657.0
"Charleston County, South Carolina",05000US45019,139262.0,13826.0,125436.0
"Charlevoix County, Michigan",05000US26029,11025.0,1257.0,9768.0
"Charlotte County, Florida",05000US12015,71059.0,5056.0,66003.0
"Charlotte County, Virginia",05000US51037,4534.0,741.0,3793.0
"Charlottesville city, Virginia",05000US51540,17387.0,1640.0,15747.0
"Charlton County, Georgia",05000US13049,3739.0,596.0,3143.0
"Chase County, Kansas",05000US20017,1151.0,85.0,1066.0
"Chase County, Nebraska",05000US31029,1698.0,136.0,1562.0
"Chatham County, Georgia",05000US13051,100658.0,7721.0,92937.0
"Chatham County, North Carolina",05000US37037,25251.0,1544.0,23707.0
"Chattahoochee County, Georgia",05000US13053,2544.0,232.0,2312.0
"Chattooga County, Georgia",05000US13055,9031.0,1342.0,7689.0
"Chautauqua County, Kansas",05000US20019,1545.0,186.0,1359.0
"Chautauqua County, New York",05000US36013,55499.0,8314.0,47185.0
"Chaves County, New Mexico",05000US35005,23740.0,3559.0,20181.0
"Cheatham County, Tennessee",05000US47021,14355.0,1622.0,12733.0
"Cheboygan County, Michigan",05000US26031,11536.0,2032.0,9504.0
"Chelan County, Washington",05000US53007,26862.0,2509.0,24353.0
"Chemung County, New York",05000US36015,35528.0,5025.0,30503.0
"Chenango County, New York",05000US36017,20003.0,2675.0,17328.0
"Cherokee County, Alabama",05000US01019,11508.0,1671.0,9837.0
"Cherokee County, Georgia",05000US13057,75784.0,3589.0,72195.0
"Cherokee County, Iowa",05000US19035,5429.0,267.0,5162.0
"Cherokee County, Kansas",05000US20021,8189.0,1106.0,7083.0
"Cherokee County, North Carolina",05000US37039,11400.0,1394.0,10006.0
"Cherokee County, Oklahoma",05000US40021,16501.0,2519.0,13982.0
"Cherokee County, South Carolina",05000US45021,21012.0,3972.0,17040.0
"Cherokee County, Texas",05000US48073,16989.0,2521.0,14468.0
"Cherry County, Nebraska",05000US31031,2462.0,114.0,2348.0
"Chesapeake city, Virginia",05000US51550,78898.0,5671.0,73227.0
"Cheshire County, New Hampshire",05000US33005,30141.0,2714.0,27427.0
"Chester County, Pennsylvania",05000US42029,182732.0,6747.0,175985.0
"Chester County, South Carolina",05000US45023,12605.0,2644.0,9961.0
"Chester County, Tennessee",05000US47023,5962.0,1098.0,4864.0
"Chesterfield County, South Carolina",05000US45025,17464.0,3445.0,14019.0
"Chesterfield County, Virginia",05000US51041,112895.0,6321.0,106574.0
"Cheyenne County, Colorado",05000US08017,869.0,46.0,823.0
"Cheyenne County, Kansas",05000US20023,1276.0,89.0,1187.0
"Cheyenne County, Nebraska",05000US31033,4423.0,241.0,4182.0
"Chickasaw County, Iowa",05000US19037,5401.0,397.0,5004.0
"Chickasaw County, Mississippi",05000US28017,6673.0,1442.0,5231.0
"Chicot County, Arkansas",05000US05017,4674.0,1237.0,3437.0
"Childress County, Texas",05000US48075,2088.0,262.0,1826.0
"Chilton County, Alabama",05000US01021,16277.0,2526.0,13751.0
"Chippewa County, Michigan",05000US26033,14699.0,2725.0,11974.0
"Chippewa County, Minnesota",05000US27023,5223.0,383.0,4840.0
"Chippewa County, Wisconsin",05000US55017,24239.0,2852.0,21387.0
"Chisago County, Minnesota",05000US27025,19540.0,1307.0,18233.0
"Chittenden County, Vermont",05000US50007,61989.0,5815.0,56174.0
"Choctaw County, Alabama",05000US01023,5165.0,955.0,4210.0
"Choctaw County, Mississippi",05000US28019,3383.0,735.0,2648.0
"Choctaw County, Oklahoma",05000US40023,6103.0,1586.0,4517.0
"Chouteau County, Montana",05000US30015,2167.0,270.0,1897.0
"Chowan County, North Carolina",05000US37041,5870.0,1094.0,4776.0
"Christian County, Illinois",05000US17021,14063.0,1697.0,12366.0
"Christian County, Kentucky",05000US21047,26117.0,4692.0,21425.0
"Christian County, Missouri",05000US29043,29166.0,2786.0,26380.0
"Churchill County, Nevada",05000US32001,8849.0,592.0,8257.0
"Ciales Municipio, Puerto Rico",05000US72039,5671.0,2923.0,2748.0
"Cibola County, New Mexico",05000US35006,8037.0,1443.0,6594.0
"Cidra Municipio, Puerto Rico",05000US72041,13629.0,4822.0,8807.0
"Cimarron County, Oklahoma",05000US40025,1095.0,121.0,974.0
"Citrus County, Florida",05000US12017,59915.0,5879.0,54036.0
"Clackamas County, Oregon",05000US41005,144588.0,14942.0,129646.0
"Claiborne County, Mississippi",05000US28021,3299.0,632.0,2667.0
"Claiborne County, Tennessee",05000US47025,12766.0,2590.0,10176.0
"Claiborne Parish, Louisiana",05000US22027,5702.0,1188.0,4514.0
"Clallam County, Washington",05000US53009,31056.0,3727.0,27329.0
"Clare County, Michigan",05000US26035,13170.0,3124.0,10046.0
"Clarendon County, South Carolina",05000US45027,12165.0,2635.0,9530.0
"Clarion County, Pennsylvania",05000US42031,15827.0,2074.0,13753.0
"Clark County, Arkansas",05000US05019,8072.0,1093.0,6979.0
"Clark County, Idaho",05000US16033,323.0,27.0,296.0
"Clark County, Illinois",05000US17023,6676.0,739.0,5937.0
"Clark County, Indiana",05000US18019,42909.0,4199.0,38710.0
"Clark County, Kansas",05000US20025,885.0,63.0,822.0
"Clark County, Kentucky",05000US21049,14406.0,2452.0,11954.0
"Clark County, Missouri",05000US29045,2846.0,279.0,2567.0
"Clark County, Nevada",05000US32003,701836.0,59344.0,642492.0
"Clark County, Ohio",05000US39023,54771.0,9453.0,45318.0
"Clark County, South Dakota",05000US46025,1375.0,113.0,1262.0
"Clark County, Washington",05000US53011,157179.0,20476.0,136703.0
"Clark County, Wisconsin",05000US55019,13132.0,894.0,12238.0
"Clarke County, Alabama",05000US01025,9114.0,1632.0,7482.0
"Clarke County, Georgia",05000US13059,41349.0,4495.0,36854.0
"Clarke County, Iowa",05000US19039,3490.0,338.0,3152.0
"Clarke County, Mississippi",05000US28023,6521.0,1127.0,5394.0
"Clarke County, Virginia",05000US51043,5564.0,267.0,5297.0
"Clatsop County, Oregon",05000US41007,15999.0,2222.0,13777.0
"Clay County, Alabama",05000US01027,5837.0,612.0,5225.0
"Clay County, Arkansas",05000US05021,6850.0,917.0,5933.0
"Clay County, Florida",05000US12019,67592.0,5162.0,62430.0
"Clay County, Georgia",05000US13061,1194.0,396.0,798.0
"Clay County, Illinois",05000US17025,5535.0,702.0,4833.0
"Clay County, Indiana",05000US18021,10120.0,1080.0,9040.0
"Clay County, Iowa",05000US19041,7346.0,747.0,6599.0
"Clay County, Kansas",05000US20027,3517.0,249.0,3268.0
"Clay County, Kentucky",05000US21051,6731.0,1913.0,4818.0
"Clay County, Minnesota",05000US27027,21928.0,1891.0,20037.0
"Clay County, Mississippi",05000US28025,7917.0,1780.0,6137.0
"Clay County, Missouri",05000US29047,86954.0,6639.0,80315.0
"Clay County, Nebraska",05000US31035,2598.0,216.0,2382.0
"Clay County, North Carolina",05000US37043,4464.0,574.0,3890.0
"Clay County, South Dakota",05000US46027,5012.0,559.0,4453.0
"Clay County, Tennessee",05000US47027,3610.0,684.0,2926.0
"Clay County, Texas",05000US48077,4344.0,264.0,4080.0
"Clay County, West Virginia",05000US54015,3512.0,832.0,2680.0
"Clayton County, Georgia",05000US13063,85875.0,12974.0,72901.0
"Clayton County, Iowa",05000US19043,7678.0,657.0,7021.0
"Clear Creek County, Colorado",05000US08019,4031.0,174.0,3857.0
"Clearfield County, Pennsylvania",05000US42033,32715.0,4955.0,27760.0
"Clearwater County, Idaho",05000US16035,3612.0,215.0,3397.0
"Clearwater County, Minnesota",05000US27029,3684.0,402.0,3282.0
"Cleburne County, Alabama",05000US01029,5521.0,703.0,4818.0
"Cleburne County, Arkansas",05000US05023,10678.0,1002.0,9676.0
"Clermont County, Ohio",05000US39025,73333.0,5427.0,67906.0
"Cleveland County, Arkansas",05000US05025,3292.0,653.0,2639.0
"Cleveland County, North Carolina",05000US37045,37690.0,5889.0,31801.0
"Cleveland County, Oklahoma",05000US40027,94096.0,8162.0,85934.0
"Clinch County, Georgia",05000US13065,2585.0,589.0,1996.0
"Clinton County, Illinois",05000US17027,14022.0,1192.0,12830.0
"Clinton County, Indiana",05000US18023,11965.0,1396.0,10569.0
"Clinton County, Iowa",05000US19045,19938.0,2367.0,17571.0
"Clinton County, Kentucky",05000US21053,3986.0,1032.0,2954.0
"Clinton County, Michigan",05000US26037,28565.0,2575.0,25990.0
"Clinton County, Missouri",05000US29049,8085.0,821.0,7264.0
"Clinton County, New York",05000US36019,31527.0,4800.0,26727.0
"Clinton County, Ohio",05000US39027,16190.0,2008.0,14182.0
"Clinton County, Pennsylvania",05000US42035,15282.0,1917.0,13365.0
"Cloud County, Kansas",05000US20029,3979.0,338.0,3641.0
"Coahoma County, Mississippi",05000US28027,9367.0,2793.0,6574.0
"Coal County, Oklahoma",05000US40029,2390.0,369.0,2021.0
"Coamo Municipio, Puerto Rico",05000US72043,13075.0,5767.0,7308.0
"Cobb County, Georgia",05000US13067,258710.0,17377.0,241333.0
"Cochise County, Arizona",05000US04003,48917.0,6969.0,41948.0
"Cochran County, Texas",05000US48079,1090.0,211.0,879.0
"Cocke County, Tennessee",05000US47029,14955.0,3783.0,11172.0
"Coconino County, Arizona",05000US04005,45266.0,5221.0,40045.0
"Codington County, South Dakota",05000US46029,11434.0,956.0,10478.0
"Coffee County, Alabama",05000US01031,18799.0,2023.0,16776.0
"Coffee County, Georgia",05000US13069,14714.0,2173.0,12541.0
"Coffee County, Tennessee",05000US47031,21042.0,3498.0,17544.0
"Coffey County, Kansas",05000US20031,3482.0,224.0,3258.0
"Coke County, Texas",05000US48081,1378.0,111.0,1267.0
"Colbert County, Alabama",05000US01033,22322.0,2906.0,19416.0
"Cole County, Missouri",05000US29051,29356.0,2855.0,26501.0
"Coleman County, Texas",05000US48083,3568.0,569.0,2999.0
"Coles County, Illinois",05000US17029,21035.0,2396.0,18639.0
"Colfax County, Nebraska",05000US31037,3726.0,247.0,3479.0
"Colfax County, New Mexico",05000US35007,5781.0,644.0,5137.0
"Colleton County, South Carolina",05000US45029,15281.0,3098.0,12183.0
"Collier County, Florida",05000US12021,119554.0,6735.0,112819.0
"Collin County, Texas",05000US48085,276234.0,9316.0,266918.0
"Collingsworth County, Texas",05000US48087,1207.0,159.0,1048.0
"Colonial Heights city, Virginia",05000US51570,7136.0,434.0,6702.0
"Colorado County, Texas",05000US48089,8069.0,725.0,7344.0
"Colquitt County, Georgia",05000US13071,15978.0,3106.0,12872.0
"Columbia County, Arkansas",05000US05027,9799.0,2050.0,7749.0
"Columbia County, Florida",05000US12023,24127.0,3718.0,20409.0
"Columbia County, Georgia",05000US13073,43070.0,2740.0,40330.0
"Columbia County, New York",05000US36021,25681.0,1910.0,23771.0
"Columbia County, Oregon",05000US41009,19173.0,3034.0,16139.0
"Columbia County, Pennsylvania",05000US42037,25906.0,2356.0,23550.0
"Columbia County, Washington",05000US53013,1790.0,292.0,1498.0
"Columbia County, Wisconsin",05000US55021,22888.0,1751.0,21137.0
"Columbiana County, Ohio",05000US39029,42235.0,6391.0,35844.0
"Columbus County, North Carolina",05000US37047,21656.0,3901.0,17755.0
"Colusa County, California",05000US06011,6989.0,561.0,6428.0
"Comal County, Texas",05000US48091,40119.0,2614.0,37505.0
"Comanche County, Kansas",05000US20033,843.0,67.0,776.0
"Comanche County, Oklahoma",05000US40031,44179.0,6234.0,37945.0
"Comanche County, Texas",05000US48093,5233.0,668.0,4565.0
"Comerío Municipio, Puerto Rico",05000US72045,6529.0,3354.0,3175.0
"Concho County, Texas",05000US48095,965.0,165.0,800.0
"Concordia Parish, Louisiana",05000US22029,7710.0,1598.0,6112.0
"Conecuh County, Alabama",05000US01035,4712.0,1210.0,3502.0
"Conejos County, Colorado",05000US08021,3062.0,598.0,2464.0
"Contra Costa County, California",05000US06013,370925.0,18850.0,352075.0
"Converse County, Wyoming",05000US56009,5635.0,346.0,5289.0
"Conway County, Arkansas",05000US05029,8137.0,1571.0,6566.0
"Cook County, Georgia",05000US13075,6521.0,1429.0,5092.0
"Cook County, Illinois",05000US17031,1934771.0,244696.0,1690075.0
"Cook County, Minnesota",05000US27031,2627.0,130.0,2497.0
"Cooke County, Texas",05000US48097,14442.0,1590.0,12852.0
"Cooper County, Missouri",05000US29053,6376.0,758.0,5618.0
"Coosa County, Alabama",05000US01037,4667.0,612.0,4055.0
"Coos County, New Hampshire",05000US33007,14860.0,1988.0,12872.0
"Coos County, Oregon",05000US41011,27077.0,5088.0,21989.0
"Copiah County, Mississippi",05000US28029,10045.0,1539.0,8506.0
"Corozal Municipio, Puerto Rico",05000US72047,10840.0,4902.0,5938.0
"Corson County, South Dakota",05000US46031,1143.0,324.0,819.0
"Cortland County, New York",05000US36023,17915.0,2557.0,15358.0
"Coryell County, Texas",05000US48099,20134.0,1725.0,18409.0
"Coshocton County, Ohio",05000US39031,14375.0,2155.0,12220.0
"Costilla County, Colorado",05000US08023,1325.0,298.0,1027.0
"Cottle County, Texas",05000US48101,638.0,51.0,587.0
"Cotton County, Oklahoma",05000US40033,2359.0,317.0,2042.0
"Cottonwood County, Minnesota",05000US27033,4861.0,470.0,4391.0
"Covington city, Virginia",05000US51580,2546.0,309.0,2237.0
"Covington County, Alabama",05000US01039,14742.0,2758.0,11984.0
"Covington County, Mississippi",05000US28031,7040.0,1091.0,5949.0
"Coweta County, Georgia",05000US13077,45227.0,3914.0,41313.0
"Cowley County, Kansas",05000US20035,13489.0,1515.0,11974.0
"Cowlitz County, Washington",05000US53015,39793.0,7810.0,31983.0
"Craig County, Oklahoma",05000US40035,5744.0,612.0,5132.0
"Craig County, Virginia",05000US51045,1976.0,78.0,1898.0
"Craighead County, Arkansas",05000US05031,36815.0,4856.0,31959.0
"Crane County, Texas",05000US48103,1442.0,133.0,1309.0
"Craven County, North Carolina",05000US37049,39986.0,5318.0,34668.0
"Crawford County, Arkansas",05000US05033,23174.0,3526.0,19648.0
"Crawford County, Georgia",05000US13079,4773.0,691.0,4082.0
"Crawford County, Illinois",05000US17033,7815.0,1036.0,6779.0
"Crawford County, Indiana",05000US18025,4242.0,753.0,3489.0
"Crawford County, Iowa",05000US19047,6411.0,683.0,5728.0
"Crawford County, Kansas",05000US20037,15354.0,1753.0,13601.0
"Crawford County, Michigan",05000US26039,5663.0,1086.0,4577.0
"Crawford County, Missouri",05000US29055,9528.0,1578.0,7950.0
"Crawford County, Ohio",05000US39033,17905.0,2473.0,15432.0
"Crawford County, Pennsylvania",05000US42039,35368.0,5436.0,29932.0
"Crawford County, Wisconsin",05000US55023,6785.0,686.0,6099.0
"Creek County, Oklahoma",05000US40037,26373.0,3026.0,23347.0
"Crenshaw County, Alabama",05000US01041,5650.0,1006.0,4644.0
"Crisp County, Georgia",05000US13081,8826.0,2156.0,6670.0
"Crittenden County, Arkansas",05000US05035,18757.0,3890.0,14867.0
"Crittenden County, Kentucky",05000US21055,3855.0,409.0,3446.0
"Crockett County, Tennessee",05000US47033,5529.0,986.0,4543.0
"Crockett County, Texas",05000US48105,1301.0,137.0,1164.0
"Crook County, Oregon",05000US41013,8741.0,1621.0,7120.0
"Crook County, Wyoming",05000US56011,2894.0,174.0,2720.0
"Crosby County, Texas",05000US48107,2115.0,443.0,1672.0
"Cross County, Arkansas",05000US05037,6823.0,1015.0,5808.0
"Crowley County, Colorado",05000US08025,1180.0,172.0,1008.0
"Crow Wing County, Minnesota",05000US27035,26906.0,2130.0,24776.0
"Culberson County, Texas",05000US48109,852.0,156.0,696.0
"Culebra Municipio, Puerto Rico",05000US72049,557.0,133.0,424.0
"Cullman County, Alabama",05000US01043,31364.0,3812.0,27552.0
"Culpeper County, Virginia",05000US51047,15750.0,1260.0,14490.0
"Cumberland County, Illinois",05000US17035,4163.0,555.0,3608.0
"Cumberland County, Kentucky",05000US21057,2668.0,581.0,2087.0
"Cumberland County, Maine",05000US23005,117138.0,14048.0,103090.0
"Cumberland County, New Jersey",05000US34011,50868.0,6735.0,44133.0
"Cumberland County, North Carolina",05000US37051,118117.0,16641.0,101476.0
"Cumberland County, Pennsylvania",05000US42041,94412.0,4706.0,89706.0
