address,category,city,description,employees,id,lat,lng,mass_tech_member,name,slug,state,zipcode
"200 Boston Avenue, Suite 3700",Medical Device,Medford,"Serica Technologies, Inc. is an early stage medical device company focused on the development of innovative technology to solve large unmet clinical needs in orthopaedic sports medicine.  Serica is pioneering the development of biologically engineered replacements for damaged or diseased soft tissue including the anterior cruciate ligament (ACL).       Venture capital backed, Serica is in a strong financial position to pursue the commercialization of its ligament and tendon replacement technologies currently in pre-clinical trials.       In addition to the company's core musculoskeletal products, Serica's unique multidisciplinary scientific-medical-engineering team approach and strong financial position has allowed the company to generate and in-license advanced technologies that support a broad product platform in plastic, urinary-gynecological and general surgery applications.       Serica's team consists of highly dedicated and motivated individuals committed to finding solutions in order to achieve success. Our broad range of technical, scientific and business backgrounds allows Serica to create a multidisciplinary approach while maintaining a team-based, cooperative, and open working environment.  To accommodate rapid growth and expansion, Serica is seeking highly motivated, dedicated, and hard working individuals who possess enthusiasm, energy and a strong commitment to success.",0,44,None,None,False,Allergan,allergan,MA,02155
25 Corporate Dr Suite 360,Contract Research & Manufacturing,Burlington,,10,779,None,None,False,Allocure Inc,allocure-inc,MA,01803
400 Farmington Ave,Drug Development,Farmington,,2,780,None,None,False,Allostem Therapeutics Llc,allostem-therapeutics-llc,CT,06032
PO Box 7837,Drug Development,Nashua,"Allostera Pharma Inc. is a venture capital funded biopharmaceutical company headquartered in Montreal that has developed an entirely new class of pre-clinical drugs, called Allosteramers. Allosteramers have three main properties: 1) they are ""allosteric"", meaning they do not bind to the same site as traditional drugs potentially providing better safety, efficacy and an entirely new set of patentable intellectual properties, 2) they can have predictable and consistent drug properties, and 3) they are designed to be orally available.     Allostera’s technology to develop Allosteramers, called Module X, allows target to lead generation of Allosteramers within months. Using its this platform, Allostera has developed several novel Allosteramers against different targets primarily focused on inflammation and autoimmunity including APG2305, an oral druginhibiting one of the most important targets in the autoimmune disease field, IL23R.        Commercialization Strategy & Financing Plans   ---------------------------------------------------------------------    Allostera was formed from technology developed by Sylvain Chemtob and Christiane Quiniou at CHU Ste-Justine, a hospital affiliate of the University of Montreal and exclusively licensed to Allostera. Allostera completed a $17M Series A financing in July 2009 and began formal operations.     Between its incorporation in 2005 and the start of formal operations in 2009, the Company raised just over $1M with a combination of grants, debt, and convertible debt. During that time, the company developed seven Allosteramers using its Module X technology. Both in vitro and In vivo animal data was developed for six of these products, supporting the proof-of-concept that Module X could result in active specific inhibitors of cytokine receptors.     In 2008 and 2009, specific oral bioavailability data was developed to supportthree of the products. In Q4 2009 Allostera entered into an agreement with a leading oral peptide drug delivery company to test the lead APG2305 product in large animal models of human oral drug delivery and to optimize the oral delivery formulation.     In 2010 Allostera plans to test the optimized APG2305 in a primate model of human drug delivery and will conduct safety studies required by the FDA, Health Canada and the EMEA prior to initiating human clinical studies.                 ",0,45,None,None,False,Allostera Pharma Inc.,allostera-pharma-inc,NH,03060
840 Memorial Drive,Drug Development,Cambridge,"Alnara Pharmaceuticals, Inc., is dedicated to developing novel protein therapeutics for the treatment of metabolic diseases. The company's innovative approach focuses on designing effective protein therapies that can be orally delivered directly to the gastrointestinal tract without being absorbed into the bloodstream.",0,46,None,None,False,Alnara Pharmaceuticals,alnara-pharmaceuticals,MA,02139
300 Third St 3rd Floor,Drug Development,Cambridge,,180,47,None,None,True,Alnylam Pharmaceuticals Inc,alnylam-pharmaceuticals-inc,MA,02142
10 Fairfield Blvd,Medical Device,Wallingford,,86,781,None,None,False,Aloka,aloka,CT,06492
26 Keewaydin Drive Unit G,Research Products & Instrumentation,Salem,"About ALPCO  The American Laboratory Products Company (ALPCO Diagnostics) is an importer and distributor of high quality medical research immunoassay kits. Over the past 15 years, close communication and collaboration with the medical research community has led to the development of a broad array of innovative immunoassays.  ALPCO offers a diverse line of ELISA based kits with exceptional specificity, ease of use, and superior sensitivity. We are committed to providing unique immunoassay kits to niche markets. ALPCO provides a comprehensive range of over 800 high-quality immunoassay kits for use in both the clinical research and clinical diagnostic fields.  Areas of assay specialization include Cardiovascular Risk Factors, Diabetes & Obesity, Bone & Mineral Metabolism, Thyroid Function, Autoimmune Markers, Endocrine Function, and Neuro-endocrinology.  Our professional’s are available to work one-on-one with each customer, providing technical support, arranging inventory, and providing applicable data as requested. Our customers can be confident that our products have been developed, evaluated and optimized for exceptional sensitivity and precision.  Our mission at ALPCO is to exceed the expectations of our clinical and research laboratory customers with reliable products, comprehensive support and consistent inventory availability. We are committed to providing our industry with Immunoassay Kits Beyond the Ordinary. We look forward to serving new customers while continuing to meet our commitments to our repeat customers.  ",0,48,None,None,False,Alpco Diagnostics,alpco-diagnostics,NH,03079
300 Technology Sq Suite 400,Disease Foundation,Cambridge,,45,782,None,None,True,Als Therapy Development Institute,als-therapy-development-institute,MA,02139
239 South St,Drug Development,Hopkinton,,28,783,None,None,False,Alseres Pharmaceuticals,alseres-pharmaceuticals,MA,01748
239 South Street,Drug Development,Hopkinton,"Founded in 1992, Alseres Pharmaceuticals (ALSE), formerly known as Boston Life Sciences (BLSI), is a biopharmaceutical company engaged in the research and clinical development of diagnostic and therapeutic products for central nervous system (CNS) disorders such as spinal cord injury, Parkinson&rsquo;s Disease, Essential Tremor, ADHD, stroke, and traumatic brain injury. Through the active management of preclinical and clinical development, the Company believes that it is well positioned to rapidly translate results from cutting-edge science to therapeutic and diagnostic products. Cethrin(R), a recombinant-protein-based drug designed to promote nerve repair after acute spinal cord injury, has reported positive interim results in a Phase I/IIa clinical trial. ALTROPANE(R) molecular imaging agent is in Phase III clinical trials for the diagnosis of Parkinson's Disease (PD). The company's research and pre-clinical CNS programs include Inosine for the treatment of spinal cord injury and stroke, a DAT blocker for the treatment of Parkinson's disease, and a second generation technetium-based molecular imaging agent for PD and ADHD. BLSI's current research collaborations include Harvard Medical School and Children's Hospital of Boston.",0,49,None,None,False,"Alseres Pharmaceuticals, Inc. ",alseres-pharmaceuticals-inc,MA,01748
11040 Roselle Street,Contract Research & Manufacturing,San Diego,"Althea Technologies, Inc., based in San Diego, CA, is focused on reducing the time, risk, and overall cost of our clients' drug development efforts.  As a leading provider of contract services to the pharmaceutical and biotechnology industry, we apply immediate resources, unsurpassed scientific expertise, and a a vast knowledge of regulatory affairs to facilitate the progression from drug discovery to clinical approval.  Althea's portfolio of services includeds target validation, eXpress Profiling (TM) (XP-PCR) technology for high-throughput gene expression analysis, and testing for many applications.  These services are complemented by Althea's lyophilization, fill/finish, stability testing,and multigram cGMP plasmid DNA production. ",0,50,None,None,False,"Althea Technologies, Inc.",althea-technologies-inc,CA,092121
333 Wyman Street,Drug Development,Waltham,"Altus Pharmaceuticals Inc. has developed a unique, powerful and proprietary platform technology, known as ""Crystalomics,"" to enable the rapid commercialization of high-value protein-based products. The Company's primary focus is on the $295 billion pharmaceutical industry, where the technology is designed to significantly accelerate the development of both large and small molecule drugs. In the large molecule area, the technology for developing protein-based drugs has not kept pace with the tremendous number of promising drug candidates arising out of the Human Genome Project and related proteomics efforts.  The Crystalomics platform addresses major limitations in protein drug development by enabling Altus to transform protein candidates into their crystalline state, the preferred state for producing, formulating and delivering drugs. The Company is also using its Crystalomics platform to independently develop anew class of orally delivered large molecule drugs for use as lumenal therapies. The Company leverages its technology through its internal drug development effort and has numerous collaborations with leading organizations including Triangle Pharmaceuticals, Inc., The Cystic Fibrosis Foundation and several of the foremost health care and biopharmaceutical companies.",0,51,None,None,False,"Altus Pharmaceuticals, Inc.",altus-pharmaceuticals-inc,MA,02451
