category,name,address,city,state,zipcode,location,employees,id,mass_tech_member,slug,description
Drug Development,Alfama Inc.,955 Massachusetts Ave #581,Cambridge,MA,2139,"955 Massachusetts Ave #581, Cambridge, MA2139",0,40,FALSE,alfama-inc,"Alfama, Inc. is the World leader in the development of carbon monoxide releasing molecules (CORMs), effectively controlling all the relevant Intellectual Property in the field. Carbon monoxide (CO) is an endogenous molecule that is less toxic and less reactive than nitric oxide - with which it otherwise shares several properties. CORMs have repeatedly been shown to have striking therapeutic effects, as well as favorable safety profiles, and thus represent one of the most promising approaches to the treatment of various important diseases.  Alfama's current top priority is the treatment of Acute Liver Failure (ALF). Given adequate resources, the Company expects to take its lead molecule through phases I and II of clinical trials for acetaminophen-induced ALF in the next three-and-a-half years.  Alfama has a dual basis in the metropolitan areas of Boston (Mass.) and Lisbon (Portugal), with labs at both sites.  "
Drug Development,Algeta,245 First Street Riverview II 18th Floor,Cambridge,MA,2142,"245 First Street Riverview II 18th Floor, Cambridge, MA2142",0,41,FALSE,algeta,Algeta is a company focused on developing novel targeted therapies for patients with cancer based on its alpha-pharmaceutical platform.
Medical Device,Ali Med Inc,297 High St,Dedham,MA,2026,"297 High St, Dedham, MA2026",220,775,FALSE,ali-med-inc,
Drug Development,Alkermes Inc,852 Winter St,Waltham,MA,2451,"852 Winter St, Waltham, MA2451",200,776,TRUE,alkermes-inc,
Drug Development,Alkermes Plc,852 Winter Street,Waltham,MA,2451,"852 Winter Street, Waltham, MA2451",0,42,FALSE,alkermes-plc,"Alkermes plc is a fully integrated, global biopharmaceutical company that applies its scientific expertise and proprietary technologies to develop innovative medicines that improve patient outcomes. The company has a diversified portfolio of more than 20 commercial drug products and a substantial clinical pipeline of product candidates that address central nervous system (CNS) disorders such as addiction, schizophrenia and depression. Headquartered in Dublin, Ireland, Alkermes plc has an R&D center in Waltham, Massachusetts and manufacturing facilities in Athlone, Ireland; Gainesville, Georgia; and Wilmington, Ohio. For more information, please visit Alkermes' website at http://www.alkermes.com.   "
Human Diagnostic Development,Allegro Diagnostics Inc,6 Clock Tower Pl Suite 225,Maynard,MA,1754,"6 Clock Tower Pl Suite 225, Maynard, MA1754",0,43,TRUE,allegro-diagnostics-inc,
Medical Device,Allen Medical Systems,1 Post Office Sq,Acton,MA,1720,"1 Post Office Sq, Acton, MA1720",0,777,FALSE,allen-medical-systems,
Drug Development,Allena Pharmaceuticals Inc,One Newton Executive Pk Suite 202,Newton,MA,2462,"One Newton Executive Pk Suite 202, Newton, MA2462",8,778,FALSE,allena-pharmaceuticals-inc,
Medical Device,Allergan,"200 Boston Avenue, Suite 3700",Medford,MA,2155,"200 Boston Avenue, Suite 3700, Medford, MA2155",0,44,FALSE,allergan,"Serica Technologies, Inc. is an early stage medical device company focused on the development of innovative technology to solve large unmet clinical needs in orthopaedic sports medicine.  Serica is pioneering the development of biologically engineered replacements for damaged or diseased soft tissue including the anterior cruciate ligament (ACL).       Venture capital backed, Serica is in a strong financial position to pursue the commercialization of its ligament and tendon replacement technologies currently in pre-clinical trials.       In addition to the company's core musculoskeletal products, Serica's unique multidisciplinary scientific-medical-engineering team approach and strong financial position has allowed the company to generate and in-license advanced technologies that support a broad product platform in plastic, urinary-gynecological and general surgery applications.       Serica's team consists of highly dedicated and motivated individuals committed to finding solutions in order to achieve success. Our broad range of technical, scientific and business backgrounds allows Serica to create a multidisciplinary approach while maintaining a team-based, cooperative, and open working environment.  To accommodate rapid growth and expansion, Serica is seeking highly motivated, dedicated, and hard working individuals who possess enthusiasm, energy and a strong commitment to success."
Contract Research & Manufacturing,Allocure Inc,25 Corporate Dr Suite 360,Burlington,MA,1803,"25 Corporate Dr Suite 360, Burlington, MA1803",10,779,FALSE,allocure-inc,
Drug Development,Allostem Therapeutics Llc,400 Farmington Ave,Farmington,CT,6032,"400 Farmington Ave, Farmington, CT6032",2,780,FALSE,allostem-therapeutics-llc,
Drug Development,Allostera Pharma Inc.,PO Box 7837,Nashua,NH,3060,"PO Box 7837, Nashua, NH3060",0,45,FALSE,allostera-pharma-inc,"Allostera Pharma Inc. is a venture capital funded biopharmaceutical company headquartered in Montreal that has developed an entirely new class of pre-clinical drugs, called Allosteramers. Allosteramers have three main properties: 1) they are ""allosteric"", meaning they do not bind to the same site as traditional drugs potentially providing better safety, efficacy and an entirely new set of patentable intellectual properties, 2) they can have predictable and consistent drug properties, and 3) they are designed to be orally available.     Allostera’s technology to develop Allosteramers, called Module X, allows target to lead generation of Allosteramers within months. Using its this platform, Allostera has developed several novel Allosteramers against different targets primarily focused on inflammation and autoimmunity including APG2305, an oral druginhibiting one of the most important targets in the autoimmune disease field, IL23R.        Commercialization Strategy & Financing Plans   ---------------------------------------------------------------------    Allostera was formed from technology developed by Sylvain Chemtob and Christiane Quiniou at CHU Ste-Justine, a hospital affiliate of the University of Montreal and exclusively licensed to Allostera. Allostera completed a $17M Series A financing in July 2009 and began formal operations.     Between its incorporation in 2005 and the start of formal operations in 2009, the Company raised just over $1M with a combination of grants, debt, and convertible debt. During that time, the company developed seven Allosteramers using its Module X technology. Both in vitro and In vivo animal data was developed for six of these products, supporting the proof-of-concept that Module X could result in active specific inhibitors of cytokine receptors.     In 2008 and 2009, specific oral bioavailability data was developed to supportthree of the products. In Q4 2009 Allostera entered into an agreement with a leading oral peptide drug delivery company to test the lead APG2305 product in large animal models of human oral drug delivery and to optimize the oral delivery formulation.     In 2010 Allostera plans to test the optimized APG2305 in a primate model of human drug delivery and will conduct safety studies required by the FDA, Health Canada and the EMEA prior to initiating human clinical studies.                 "
Drug Development,Alnara Pharmaceuticals,840 Memorial Drive,Cambridge,MA,2139,"840 Memorial Drive, Cambridge, MA2139",0,46,FALSE,alnara-pharmaceuticals,"Alnara Pharmaceuticals, Inc., is dedicated to developing novel protein therapeutics for the treatment of metabolic diseases. The company's innovative approach focuses on designing effective protein therapies that can be orally delivered directly to the gastrointestinal tract without being absorbed into the bloodstream."
Drug Development,Alnylam Pharmaceuticals Inc,300 Third St 3rd Floor,Cambridge,MA,2142,"300 Third St 3rd Floor, Cambridge, MA2142",180,47,TRUE,alnylam-pharmaceuticals-inc,
Medical Device,Aloka,10 Fairfield Blvd,Wallingford,CT,6492,"10 Fairfield Blvd, Wallingford, CT6492",86,781,FALSE,aloka,
Research Products & Instrumentation,Alpco Diagnostics,26 Keewaydin Drive Unit G,Salem,NH,3079,"26 Keewaydin Drive Unit G, Salem, NH3079",0,48,FALSE,alpco-diagnostics,"About ALPCO  The American Laboratory Products Company (ALPCO Diagnostics) is an importer and distributor of high quality medical research immunoassay kits. Over the past 15 years, close communication and collaboration with the medical research community has led to the development of a broad array of innovative immunoassays.  ALPCO offers a diverse line of ELISA based kits with exceptional specificity, ease of use, and superior sensitivity. We are committed to providing unique immunoassay kits to niche markets. ALPCO provides a comprehensive range of over 800 high-quality immunoassay kits for use in both the clinical research and clinical diagnostic fields.  Areas of assay specialization include Cardiovascular Risk Factors, Diabetes & Obesity, Bone & Mineral Metabolism, Thyroid Function, Autoimmune Markers, Endocrine Function, and Neuro-endocrinology.  Our professional’s are available to work one-on-one with each customer, providing technical support, arranging inventory, and providing applicable data as requested. Our customers can be confident that our products have been developed, evaluated and optimized for exceptional sensitivity and precision.  Our mission at ALPCO is to exceed the expectations of our clinical and research laboratory customers with reliable products, comprehensive support and consistent inventory availability. We are committed to providing our industry with Immunoassay Kits Beyond the Ordinary. We look forward to serving new customers while continuing to meet our commitments to our repeat customers.  "
Disease Foundation,Als Therapy Development Institute,300 Technology Sq Suite 400,Cambridge,MA,2139,"300 Technology Sq Suite 400, Cambridge, MA2139",45,782,TRUE,als-therapy-development-institute,
Drug Development,Alseres Pharmaceuticals,239 South St,Hopkinton,MA,1748,"239 South St, Hopkinton, MA1748",28,783,FALSE,alseres-pharmaceuticals,
Drug Development,"Alseres Pharmaceuticals, Inc. ",239 South Street,Hopkinton,MA,1748,"239 South Street, Hopkinton, MA1748",0,49,FALSE,alseres-pharmaceuticals-inc,"Founded in 1992, Alseres Pharmaceuticals (ALSE), formerly known as Boston Life Sciences (BLSI), is a biopharmaceutical company engaged in the research and clinical development of diagnostic and therapeutic products for central nervous system (CNS) disorders such as spinal cord injury, Parkinson&rsquo;s Disease, Essential Tremor, ADHD, stroke, and traumatic brain injury. Through the active management of preclinical and clinical development, the Company believes that it is well positioned to rapidly translate results from cutting-edge science to therapeutic and diagnostic products. Cethrin(R), a recombinant-protein-based drug designed to promote nerve repair after acute spinal cord injury, has reported positive interim results in a Phase I/IIa clinical trial. ALTROPANE(R) molecular imaging agent is in Phase III clinical trials for the diagnosis of Parkinson's Disease (PD). The company's research and pre-clinical CNS programs include Inosine for the treatment of spinal cord injury and stroke, a DAT blocker for the treatment of Parkinson's disease, and a second generation technetium-based molecular imaging agent for PD and ADHD. BLSI's current research collaborations include Harvard Medical School and Children's Hospital of Boston."
Contract Research & Manufacturing,"Althea Technologies, Inc.",11040 Roselle Street,San Diego,CA,92121,"11040 Roselle Street, San Diego, CA92121",0,50,FALSE,althea-technologies-inc,"Althea Technologies, Inc., based in San Diego, CA, is focused on reducing the time, risk, and overall cost of our clients' drug development efforts.  As a leading provider of contract services to the pharmaceutical and biotechnology industry, we apply immediate resources, unsurpassed scientific expertise, and a a vast knowledge of regulatory affairs to facilitate the progression from drug discovery to clinical approval.  Althea's portfolio of services includeds target validation, eXpress Profiling (TM) (XP-PCR) technology for high-throughput gene expression analysis, and testing for many applications.  These services are complemented by Althea's lyophilization, fill/finish, stability testing,and multigram cGMP plasmid DNA production. "
Drug Development,"Altus Pharmaceuticals, Inc.",333 Wyman Street,Waltham,MA,2451,"333 Wyman Street, Waltham, MA2451",0,51,FALSE,altus-pharmaceuticals-inc,"Altus Pharmaceuticals Inc. has developed a unique, powerful and proprietary platform technology, known as ""Crystalomics,"" to enable the rapid commercialization of high-value protein-based products. The Company's primary focus is on the $295 billion pharmaceutical industry, where the technology is designed to significantly accelerate the development of both large and small molecule drugs. In the large molecule area, the technology for developing protein-based drugs has not kept pace with the tremendous number of promising drug candidates arising out of the Human Genome Project and related proteomics efforts.  The Crystalomics platform addresses major limitations in protein drug development by enabling Altus to transform protein candidates into their crystalline state, the preferred state for producing, formulating and delivering drugs. The Company is also using its Crystalomics platform to independently develop anew class of orally delivered large molecule drugs for use as lumenal therapies. The Company leverages its technology through its internal drug development effort and has numerous collaborations with leading organizations including Triangle Pharmaceuticals, Inc., The Cystic Fibrosis Foundation and several of the foremost health care and biopharmaceutical companies."
