Name,CompanyName,Subcategory,AddressLine1,AddressLine2,AddressLine3,City,State,Zip,Country,Description
Taligen Therapeutics,TALIGEN THERAPEUTICS,Drug Development,245 First Street,,,Cambridge,MA,02142,USA,"Taligen’s founders and scientific collaborators are world-renowned experts in complement system biology, having made some of the groundbreaking discoveries relating to the genetic drivers and biological processes that are now known to cause over-activation of the complement system in many chronic and acute, life-threatening diseases.    -  Taligen has a pipeline of novel complement inhibitor proteins that selectively control complement activation on the surfaces of damaged or inflamed tissues.    -  Taligen has built a management team with world class expertise in complement biology, protein design and engineering and biologics drug development.    -  Taligen closed a $65 million Series B financing in 2008 with lead investors Clarus, Alta and Sanderling    -  Taligen’s lead product is expected to enter clinical development in the 1st half of 2010    -  Taligen Therapeutics maintains headquarters and labs in Cambridge, MA.     Taligen has developed a proprietary inflammatory tissue targeting technology that leverages natural processes within the complement system and directs Taligen drugs to   selectively work on the cell surfaces of inflamed or damaged tissue.    Taligen drugs stop the cell surface protein interactions that lead to the excessive and abnormal complement activation known to cause many severe, chronic and acute diseases such as PNH, aHUS, AMD, asthma and rheumatoid arthritis. Taligen drugs act selectively on cell surfaces of complement activated tissues, thus preserving systemic complement system surveillance and activation."
"TargAnox, Inc.","TARGANOX, INC.",Human Diagnostic Development,37 Spinelli Place,,,Cambridge,MA,02138,USA,"TargAnox is developing novel therapeutics for the treatment of diseases and conditions that result from oxidative stress-induced modification of proteins. The company, with offices in Cambridge and New York, was founded based on technologies developed at Brigham and Women&rsquo;s Hospital by Dr. Joseph Loscalzo. The first round investors are Ascent Biomedical Ventures and the Partners Innovation Fund."
Targanta Therapeutics,TARGANTA THERAPEUTICS,Drug Development,"222 Third Street, Suite 2300",,,Cambridge,MA,02142,USA,"Targanta Therapeutics Corporation is a privately held biopharmaceutical company focused on developing and commercializing novel antibacterial agents to address unmet medical needs in the hospital market.  Targanta's lead antibacterial drug, Oritavancin, is a semisynthetic glycopeptide with potent bactericidal activity against nearly all clinically relevant, difficult-to-treat gram-positive infections.  Based on two successful Phase III clinical trials with Oritavancin, Targanta intends to file an NDA for complicated skin/skin structure infections, nosocomial pneumonia and catheter-related bacteremia, will be sought on an ongoing basis.  Targanta is also actively engaged in the development of novel antibacterial pro-drugs of approved antibacterials with a proven track record, for the treatment and prevention of osteomyelitis (bacterial infections of the bone).  Our proprietary pro-drug moieties confer bone-targeting properties on these established antibacterials.  Product candidates have shown proof-of-concept in well-established animal models of chronic osteomyelitis.  "
Targeted Cell Therapies,TARGETED CELL THERAPIES,Drug Development,Gateway Park/MBI,60 Prescott Street,,Worcester,MA,01605,USA,"Targeted Cell Therapies (TCT) is an early-stage Massachusetts-based biopharmaceutical company that is using its powerful technology platform for the development of biotherapeutics for a broad range of human diseases.  TCT&rsquo;s technology permits the oral delivery of large molecules, avoiding the usual need for injection.  The Company&rsquo;s approach uses yeast cell wall particles (YCWP) containing nanoplexed nucleic acid (DNA or RNA) payloads that encode for therapeutic molecules.  Following oral administration, the YCWPs and their payload are rapidly taken up by macrophages in the small intestine.  As the macrophages migrate to sites of inflammation or pathology, the YCWP payloads are processed by cellular machinery and produce active therapeutics.  TCT&rsquo;s lead compound is for Gaucher Disease, the most common lysosomal storage disorder. TCT believes that its orally administered therapy will be more efficacious and safer than the current standard of care.   Animal studies have already demonstrated the effectiveness of the approach.  Later targets include low bone density conditions and inflammatory disorders."
Tedor Pharma,TEDOR PHARMA,Contract Research & Manufacturing,400 Highland Corporate Drive,,,Cumberland,RI,02864,USA,
"TEI Biosciences, Inc.","TEI BIOSCIENCES, INC.",Medical Device,7 Elkins Street,,,South Boston,MA,02127,USA,"TEI Biosciences Inc. holds strong proprietary positions in Tissue Engineering, an emerging field devoted to rebuilding or replacing the tissues and organs of the human body with prostheses made up of cells, signaling molecules, and collagen scaffolds.  Its stem cell and transdifferentiation programs have been given exceptional significance by recent demonstrations that TEI proprietary stem cells can be induced to differentiate into cells of vital tissues by exposing them to TEI&rsquo;s tissue-specific signaling complexes.   The Company&rsquo;s broad product base incorporates areas of general orthopedics, urology, skin, spinal orthopedics and vascular prostheses.  The Company enjoys a corporate alliance with Medtronic, Inc. (NYSE:MDT), which in 1999 has agreed to provide TEI with multi-million dollar funding over a 6-year period.  For more information, please visit our website."
Tempero Pharmaceuticals ,TEMPERO PHARMACEUTICALS ,Drug Development,200 Technology Square,Suite 602,,Cambridge,MA,02139,USA,Leading the next generation of Drug Development for Auto Immune Diseases
"Tepha, Inc","TEPHA, INC",Medical Device,99 Hayden Ave,"East Wing, Suite 360",,Lexington,MA,02421-7966,USA,"Tepha, Inc. is a medical device firm pursuing the development and commercialization of innovative products based on the Company’s proprietary biomaterial technology. The technology provides a new class of absorbable biomaterials, known as polyhydroxyalkanoates (a.k.a. PHAs), which may be tailored to meet unmet needs for medical devices in multiple fields. Tepha’s novel, biosynthetically produced materials offer superior performance in flexibility, elasticity, and biocompatibility; and, for its fiber-based products, excellent tensile strength and strength retention."
Tepnel LifeCodes Corporation,TEPNEL LIFECODES CORPORATION,Research Products & Instrumentation,550 West Avenue,,,Stamford,CT,06902,USA,"Lifecodes Corporation is a recognized leader in the fields of DNA Identity Testing and HLA typing.  Lifecodes operates four DNA testing labs in the U.S., and one in Canada.  The headquarters, manufacturing and research facilities are located in Stamford CT.  Lifecodes has developed and manufactures over 700 products used for human identity and HLA testing."
TerraVerdae,TERRAVERDAE,Agricultural / Industrial Biotechnology,,,,,,,,
"TESARO, Inc.","TESARO, INC.",Drug Development,1000 Winter Street,Suite 3300,,Waltham,MA,02451,USA,"TESARO is a privately held oncology-focused biopharmaceutical company dedicated to improving the lives of cancer patients by developing and commercializing safer and more effective therapeutics.  The company intends to leverage the experience and competencies of its management team to identify, acquire and develop promising drug candidates; and to commercialize meaningful products for the treatment and support of cancer patients.  TESARO is headquartered in Watham, Massachusetts.       "
"Tetragenetics, Inc.","TETRAGENETICS, INC.",Drug Development,85 Bolton St.,,,Cambridge,MA,02140,USA,"Tetragenetics is creating the next generation of vaccines.  The company’s proprietary technologies (TetraExpress™, PRiSM™, and G-SOME™), are based upon Tetrahymena thermophila, a sophisticated microorganism that enables the development, manufacture, and delivery of soluble proteins as well as new and improved vaccines to address long-standing and emerging threats to human and animal health. "
